gpsTOW	cT	EKF VelN	EKF VelE	EKF VelD	EKF PosN	EKF PosE	EKF PosD	EKF Roll	EKF Pitch	EKF Yaw	EKF Lat	EKF Lon	EKF Alt	CMP VelN	CMP VelE	CMP VelD	CMP PosN	CMP PosE	CMP PosD	CMP Roll	CMP Pitch	CMP Yaw	CMP Lat	CMP Lon	CMP Alt	GPS Lat	GPS Lon	GPS Alt	GPS VelN	GPS VelE	GPS VelD	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ	MagX	MagY	MagZ	piAlpha	piPfwd	piP45	ardAlpha	ardPfwd	ardP45	Alpha	Beta
413338700.0000000	18975.0000000	-0.0037595	-0.0448427	-0.0660000	1.5206683	3.9829886	3.7730007	-1.1143587	2.4082322	124.9606628	29.1816284	-81.0454615	-16.4279995	0.0265258	-0.0186522	-0.0923805	0.3350085	0.0880853	16.5077553	-2.4375000	-2.0625000	35.6033478	29.1816250	-81.0454615	-16.5077553	29.1816284	-81.0454615	-16.4279995	0.0300000	0.0330000	-0.0660000	0.3900000	-0.3700000	10.0000000	-0.1875000	-0.1250000	-0.0625000	-27.7500000	-17.7500000	31.3750000	42.8985672	8148.0000000	8141.0000000	32.9199982	8130.0000000	8128.0000000	-0.4221334	0.4915784
413338725.0000000	19000.0000000	-0.0037595	-0.0448427	-0.0660000	1.5206683	3.9829886	3.7730007	-1.1108601	2.4071095	124.9586029	29.1816284	-81.0454615	-16.4279995	0.0265423	-0.0290328	-0.0989198	0.3350089	0.0878258	16.5079193	-2.4375000	-2.0625000	35.6033478	29.1816250	-81.0454615	-16.5079193	29.1816284	-81.0454615	-16.4279995	0.0300000	0.0330000	-0.0660000	0.3800000	-0.3500000	10.1099997	0.0625000	-0.0625000	-0.0625000	-27.7500000	-17.7500000	31.3750000	28.4059258	8145.0000000	8141.0000000	32.9199982	8130.0000000	8128.0000000	-0.6954265	1.6979136
413338750.0000000	19025.0000000	-0.0037595	-0.0448427	-0.0660000	1.5206683	3.9829886	3.7730007	-1.1077812	2.4066978	124.9586258	29.1816284	-81.0454615	-16.4279995	0.0263933	-0.0389570	-0.1024807	0.3350052	0.0875777	16.5080090	-2.4375000	-2.0625000	35.6033478	29.1816250	-81.0454615	-16.5080090	29.1816284	-81.0454615	-16.4279995	0.0300000	0.0330000	-0.0660000	0.3700000	-0.3400000	9.9899998	0.1250000	0.0000000	0.0625000	-27.7500000	-17.7500000	31.3750000	28.4059258	8145.0000000	8141.0000000	33.3199997	8133.0000000	8131.0000000	-0.8130891	4.0476890
413338775.0000000	19050.0000000	-0.0037595	-0.0448427	-0.0660000	1.5206683	3.9829886	3.7730007	-1.1062654	2.4070673	124.9586563	29.1816284	-81.0454615	-16.4279995	0.0265553	-0.0494645	-0.1085087	0.3350093	0.0873150	16.5081596	-2.4375000	-2.0625000	35.8245621	29.1816250	-81.0454615	-16.5081596	29.1816284	-81.0454615	-16.4279995	0.0300000	0.0330000	-0.0660000	0.3900000	-0.3500000	10.0900002	-0.0625000	0.0000000	-0.0625000	-27.0625000	-17.3750000	31.8750000	-224.7294006	8140.0000000	8144.0000000	33.3199997	8133.0000000	8131.0000000	-0.3922268	-0.0898518
413338800.0000000	19075.0000000	-0.0034253	-0.0408567	-0.0750000	1.5206683	3.9829886	3.8400002	-1.1063135	2.4089992	124.9586411	29.1816284	-81.0454615	-16.3610001	0.0245456	-0.0499418	-0.0966314	0.3376472	0.0871584	16.4493332	-2.4375000	-2.0625000	35.8245621	29.1816250	-81.0454615	-16.4493332	29.1816284	-81.0454615	-16.3610001	0.0220000	-0.0350000	-0.0750000	0.3800000	-0.3600000	9.9499998	-0.0000000	0.1250000	0.0625000	-27.0625000	-17.3750000	31.8750000	45.7999268	8148.0000000	8144.0000000	33.7799988	8133.0000000	8128.0000000	0.3851844	0.0869597
413338825.0000000	19100.0000000	-0.0034253	-0.0408567	-0.0750000	1.5206683	3.9829886	3.8400002	-1.1019405	2.4111643	124.9588699	29.1816284	-81.0454615	-16.3610001	0.0245223	-0.0601481	-0.1021782	0.3376466	0.0869033	16.4494724	-2.4375000	-2.0625000	34.4601746	29.1816250	-81.0454615	-16.4494724	29.1816284	-81.0454615	-16.3610001	0.0220000	-0.0350000	-0.0750000	0.3700000	-0.3500000	10.0699997	-0.0625000	-0.0625000	-0.0000000	-28.8750000	-17.7500000	31.0625000	42.8985672	8148.0000000	8141.0000000	33.3199997	8133.0000000	8131.0000000	2.0594411	0.7730652
413338850.0000000	19125.0000000	-0.0034253	-0.0408567	-0.0750000	1.5206683	3.9829886	3.8400002	-1.1027278	2.4099874	124.9597092	29.1816284	-81.0454615	-16.3610001	0.0246617	-0.0707349	-0.1046992	0.3376501	0.0866386	16.4495354	-2.4375000	-2.0625000	34.4601746	29.1816250	-81.0454615	-16.4495354	29.1816284	-81.0454615	-16.3610001	0.0220000	-0.0350000	-0.0750000	0.3900000	-0.3600000	9.9499998	-0.0625000	-0.0625000	0.0625000	-28.8750000	-17.7500000	31.0625000	51.3298798	8145.0000000	8150.0000000	35.0200005	8136.0000000	8125.0000000	0.0895875	-0.1688271
413338875.0000000	19150.0000000	-0.0034253	-0.0408567	-0.0750000	1.5206683	3.9829886	3.8400002	-1.1050447	2.4088261	124.9613190	29.1816284	-81.0454615	-16.3610001	0.0241790	-0.0809825	-0.1097603	0.3376380	0.0863824	16.4496613	-2.4375000	-2.0625000	34.9960747	29.1816250	-81.0454615	-16.4496613	29.1816284	-81.0454615	-16.3610001	0.0220000	-0.0350000	-0.0750000	0.3600000	-0.3600000	10.0500002	-0.1875000	-0.0625000	0.0625000	-27.3750000	-17.0625000	31.3750000	75.5541916	8143.0000000	8147.0000000	32.5600014	8127.0000000	8125.0000000	-0.0884494	0.1648767
413338900.0000000	19175.0000000	-0.0085214	-0.1016434	-0.0650000	1.5206683	3.9829886	3.7770004	-1.1065819	2.4092267	124.9629059	29.1816284	-81.0454615	-16.4239998	-0.0071046	-0.0895327	-0.0933811	0.3402803	0.0862288	16.4394341	-2.4375000	-2.0625000	34.9960747	29.1816250	-81.0454615	-16.4394341	29.1816284	-81.0454615	-16.4239998	-0.0540000	-0.0870000	-0.0650000	0.3800000	-0.3500000	9.9499998	-0.0000000	0.0625000	0.0625000	-27.3750000	-17.0625000	31.3750000	62.0277252	8145.0000000	8147.0000000	34.6399994	8136.0000000	8128.0000000	-0.3587809	1.1024988
413338925.0000000	19200.0000000	-0.0085214	-0.1016434	-0.0650000	1.5206683	3.9829886	3.7770004	-1.1014462	2.4115021	124.9631500	29.1816284	-81.0454615	-16.4239998	-0.0076269	-0.1001384	-0.0989290	0.3402673	0.0859637	16.4395733	-2.4375000	-2.0625000	35.6519089	29.1816250	-81.0454615	-16.4395733	29.1816284	-81.0454615	-16.4239998	-0.0540000	-0.0870000	-0.0650000	0.3700000	-0.3700000	10.0699997	-0.0000000	0.0000000	-0.0000000	-27.7500000	-17.7500000	31.8750000	75.5541916	8143.0000000	8147.0000000	34.2000008	8133.0000000	8125.0000000	-0.6307690	2.8963053
413338950.0000000	19225.0000000	-0.0085214	-0.1016434	-0.0650000	1.5206683	3.9829886	3.7770004	-1.0999163	2.4103124	124.9631882	29.1816284	-81.0454615	-16.4239998	-0.0081637	-0.1110207	-0.1024630	0.3402539	0.0856916	16.4396610	-2.4375000	-2.0625000	35.6519089	29.1816250	-81.0454615	-16.4396610	29.1816284	-81.0454615	-16.4239998	-0.0540000	-0.0870000	-0.0650000	0.3800000	-0.3800000	9.9899998	0.0625000	-0.1250000	-0.0000000	-27.7500000	-17.7500000	31.8750000	-123.2808990	8143.0000000	8144.0000000	32.9199982	8130.0000000	8128.0000000	-0.2151658	-0.3378254
413338975.0000000	19250.0000000	-0.0085214	-0.1016434	-0.0650000	1.5206683	3.9829886	3.7770004	-1.0991993	2.4075441	124.9624939	29.1816284	-81.0454615	-16.4239998	-0.0085407	-0.1214146	-0.1077644	0.3402444	0.0854318	16.4397926	-2.4375000	-2.0625000	35.6033478	29.1816250	-81.0454615	-16.4397926	29.1816284	-81.0454615	-16.4239998	-0.0540000	-0.0870000	-0.0650000	0.3700000	-0.3600000	10.0600004	-0.0625000	-0.1250000	-0.0625000	-27.7500000	-17.7500000	31.3750000	58.2828484	8154.0000000	8138.0000000	34.8199997	8133.0000000	8120.0000000	0.2113623	0.3312884
413339000.0000000	19275.0000000	-0.0085214	-0.1016434	-0.0650000	1.5206683	3.9829886	3.7770004	-1.0985157	2.4055429	124.9609909	29.1816284	-81.0454615	-16.4239998	-0.0091134	-0.1322525	-0.1100500	0.3402301	0.0851609	16.4398499	-2.4375000	-2.0625000	35.6033478	29.1816250	-81.0454615	-16.4398499	29.1816284	-81.0454615	-16.4239998	-0.0540000	-0.0870000	-0.0650000	0.3800000	-0.3800000	9.9399996	0.0625000	-0.0625000	-0.0625000	-27.7500000	-17.7500000	31.3750000	71.8838501	8154.0000000	8141.0000000	33.7799988	8133.0000000	8128.0000000	1.1159376	1.8832436
413339000.0000000	19300.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.0977678	2.4051335	124.9610138	29.1816284	-81.0454615	-16.4769993	-0.0664477	-0.1314577	-0.0919512	0.3428783	0.0850082	16.4548073	-2.4375000	-2.0625000	34.4192734	29.1816250	-81.0454615	-16.4548073	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.3800000	-0.3400000	10.1099997	-0.0625000	0.0000000	0.0625000	-27.7500000	-17.0625000	29.3750000	21.4483242	8151.0000000	8147.0000000	33.7799988	8133.0000000	8128.0000000	2.5499034	4.5316162
413339025.0000000	19325.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.0943652	2.4066939	124.9597168	29.1816284	-81.0454615	-16.4769993	-0.0665070	-0.1419035	-0.0944854	0.3428768	0.0847471	16.4548702	-2.4375000	-2.0625000	34.4192734	29.1816250	-81.0454615	-16.4548702	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.3800000	-0.3600000	9.9499998	-0.0625000	0.0000000	-0.1250000	-27.7500000	-17.0625000	29.3750000	21.4483242	8151.0000000	8147.0000000	31.4799995	8127.0000000	8131.0000000	0.0374343	-0.5252058
413339050.0000000	19350.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.0975839	2.4070373	124.9581757	29.1816284	-81.0454615	-16.4769993	-0.0665214	-0.1522395	-0.0997761	0.3428764	0.0844887	16.4550018	-2.4375000	-2.0625000	35.5240822	29.1816250	-81.0454615	-16.4550018	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.3800000	-0.3500000	10.0600004	-0.2500000	0.0000000	-0.0000000	-28.1875000	-18.0625000	30.5625000	34.8716583	8145.0000000	8138.0000000	32.9199982	8130.0000000	8128.0000000	-0.0370554	0.5157801
413339075.0000000	19375.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.1007359	2.4066293	124.9582138	29.1816284	-81.0454615	-16.4769993	-0.0670234	-0.1622049	-0.1028473	0.3428639	0.0842395	16.4550781	-2.4375000	-2.0625000	35.5240822	29.1816250	-81.0454615	-16.4550781	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.3600000	-0.3500000	9.9700003	-0.0625000	-0.0625000	-0.0000000	-28.1875000	-18.0625000	30.5625000	42.8985672	8148.0000000	8141.0000000	32.4000015	8130.0000000	8131.0000000	-0.1270799	2.7539573
413339100.0000000	19400.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.1007630	2.4062219	124.9582596	29.1816284	-81.0454615	-16.4769993	-0.0669623	-0.1724906	-0.1083877	0.3428654	0.0839824	16.4552174	-2.4375000	-2.0625000	37.1281967	29.1816250	-81.0454615	-16.4552174	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.3900000	-0.3400000	10.0699997	-0.0000000	0.0000000	-0.0000000	-27.3750000	-18.5000000	32.2500000	34.8716583	8145.0000000	8138.0000000	34.2200012	8136.0000000	8131.0000000	0.0608625	-0.6340233
413339125.0000000	19425.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.1016055	2.4073608	124.9574661	29.1816284	-81.0454615	-16.4769993	-0.0672748	-0.1831033	-0.1119251	0.3428576	0.0837171	16.4553051	-2.4375000	-2.0625000	37.1281967	29.1816250	-81.0454615	-16.4553051	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.3900000	-0.3600000	9.9899998	-0.1250000	0.0625000	-0.0625000	-27.3750000	-18.5000000	32.2500000	62.0277252	8145.0000000	8147.0000000	33.3199997	8133.0000000	8131.0000000	-0.0600907	0.6229221
413339150.0000000	19450.0000000	-0.0160404	-0.1913288	-0.0550000	1.5206683	3.9829886	3.7240009	-1.1024145	2.4077344	124.9574890	29.1816284	-81.0454615	-16.4769993	-0.0669709	-0.1937663	-0.1181917	0.3428652	0.0834505	16.4554615	-2.4375000	-2.0625000	36.2080231	29.1816250	-81.0454615	-16.4554615	29.1816284	-81.0454615	-16.4769993	-0.1530000	-0.1150000	-0.0550000	0.4000000	-0.3500000	10.1000004	-0.0000000	-0.0625000	0.0625000	-28.1875000	-18.5000000	31.3750000	62.0277252	8145.0000000	8147.0000000	34.6399994	8136.0000000	8128.0000000	-0.2433022	3.2591209
413339200.0000000	19475.0000000	-0.0137847	-0.1644232	-0.0480000	1.5206683	3.3191571	3.6879997	-1.1015948	2.4073560	124.9590912	29.1816284	-81.0454684	-16.5130005	-0.0613859	-0.1853045	-0.0920859	0.3455077	0.0786677	16.4785271	-2.4375000	-2.0625000	36.2080231	29.1816250	-81.0454615	-16.4785271	29.1816284	-81.0454684	-16.5130005	-0.0530000	-0.1570000	-0.0480000	0.3900000	-0.3500000	9.9799995	-0.0000000	0.0000000	0.0625000	-28.1875000	-18.5000000	31.3750000	42.1072884	8148.0000000	8150.0000000	32.9199982	8130.0000000	8128.0000000	0.0734911	-0.6778432
413339225.0000000	19500.0000000	-0.0137847	-0.1644232	-0.0480000	1.5206683	3.3191571	3.6879997	-1.0985293	2.4072814	124.9603882	29.1816284	-81.0454684	-16.5130005	-0.0609442	-0.1952399	-0.0976276	0.3455187	0.0784193	16.4786663	-2.4375000	-2.0625000	34.5998001	29.1816250	-81.0454615	-16.4786663	29.1816284	-81.0454684	-16.5130005	-0.0530000	-0.1570000	-0.0480000	0.3800000	-0.3300000	10.0699997	-0.0625000	0.0000000	0.0625000	-28.1875000	-17.3750000	31.0625000	62.0277252	8145.0000000	8147.0000000	32.0600014	8124.0000000	8123.0000000	-0.0725050	0.6660418
413339250.0000000	19525.0000000	-0.0137847	-0.1644232	-0.0480000	1.5206683	3.3191571	3.6879997	-1.0969577	2.4084501	124.9611816	29.1816284	-81.0454684	-16.5130005	-0.0614804	-0.2060004	-0.1014171	0.3455053	0.0781503	16.4787617	-2.4375000	-2.0625000	34.5998001	29.1816250	-81.0454615	-16.4787617	29.1816284	-81.0454684	-16.5130005	-0.0530000	-0.1570000	-0.0480000	0.3700000	-0.3800000	10.0000000	0.1250000	0.0625000	-0.0000000	-28.1875000	-17.3750000	31.0625000	28.4059258	8145.0000000	8141.0000000	32.5600014	8127.0000000	8125.0000000	-0.3066654	3.4686284
413339275.0000000	19550.0000000	-0.0137847	-0.1644232	-0.0480000	1.5206683	3.3191571	3.6879997	-1.0946715	2.4103696	124.9603729	29.1816284	-81.0454684	-16.5130005	-0.0618906	-0.2165364	-0.1069639	0.3454951	0.0778869	16.4789009	-2.4375000	-2.0625000	36.9647636	29.1816250	-81.0454615	-16.4789009	29.1816284	-81.0454684	-16.5130005	-0.0530000	-0.1570000	-0.0480000	0.3800000	-0.3600000	10.0699997	-0.0000000	0.0625000	-0.0625000	-27.3750000	-18.5000000	30.5625000	29.6691704	8143.0000000	8138.0000000	33.3400002	8124.0000000	8114.0000000	0.0517825	-0.7047104
413339300.0000000	19575.0000000	-0.0159568	-0.1903323	-0.0400000	1.5206683	3.3191571	3.6550007	-1.0954429	2.4107563	124.9611816	29.1816284	-81.0454684	-16.5459995	-0.0588498	-0.2098141	-0.0818653	0.3481248	0.0731030	16.5057831	-2.4375000	-2.0625000	36.9647636	29.1816250	-81.0454615	-16.5057831	29.1816284	-81.0454684	-16.5459995	-0.0530000	-0.1840000	-0.0400000	0.3700000	-0.3700000	9.9600000	-0.1250000	-0.0625000	0.1250000	-27.3750000	-18.5000000	30.5625000	-55.6485672	8145.0000000	8144.0000000	33.6599998	8130.0000000	8123.0000000	-0.0511025	0.6921604
413339325.0000000	19600.0000000	-0.0159568	-0.1903323	-0.0400000	1.5206683	3.3191571	3.6550007	-1.0916477	2.4092286	124.9632950	29.1816284	-81.0454684	-16.5459995	-0.0588457	-0.2201769	-0.0879051	0.3481249	0.0728439	16.5059338	-2.4375000	-2.0625000	35.5718460	29.1816250	-81.0454615	-16.5059338	29.1816284	-81.0454684	-16.5459995	-0.0530000	-0.1840000	-0.0400000	0.3800000	-0.3500000	10.0900002	0.1250000	-0.0625000	0.0625000	-28.1875000	-18.0625000	31.0625000	62.0277252	8145.0000000	8147.0000000	32.0400009	8127.0000000	8128.0000000	-0.2132972	3.6723757
413339350.0000000	19625.0000000	-0.0159568	-0.1903323	-0.0400000	1.5206683	3.3191571	3.6550007	-1.0885402	2.4072571	124.9633560	29.1816284	-81.0454684	-16.5459995	-0.0593379	-0.2301597	-0.0914759	0.3481126	0.0725943	16.5060234	-2.4375000	-2.0625000	35.5718460	29.1816250	-81.0454615	-16.5060234	29.1816284	-81.0454684	-16.5459995	-0.0530000	-0.1840000	-0.0400000	0.3600000	-0.3500000	9.9899998	0.0625000	-0.1250000	-0.0625000	-28.1875000	-18.0625000	31.0625000	75.5541916	8143.0000000	8147.0000000	34.2000008	8133.0000000	8125.0000000	0.1318669	-0.7095603
413339375.0000000	19650.0000000	-0.0159568	-0.1903323	-0.0400000	1.5206683	3.3191571	3.6550007	-1.0854324	2.4052851	124.9634247	29.1816284	-81.0454684	-16.5459995	-0.0590083	-0.2404551	-0.0972565	0.3481208	0.0723369	16.5061684	-2.4375000	-2.0625000	35.6519089	29.1816250	-81.0454615	-16.5061684	29.1816284	-81.0454684	-16.5459995	-0.0530000	-0.1840000	-0.0400000	0.3900000	-0.3400000	10.0799999	0.1250000	-0.0625000	0.0625000	-27.7500000	-17.7500000	31.8750000	75.5541916	8143.0000000	8147.0000000	33.2999992	8127.0000000	8120.0000000	-0.1298989	0.6973277
413339400.0000000	19675.0000000	-0.0179619	-0.2142484	-0.0290000	1.5206683	3.3191571	3.6300011	-1.0830741	2.4048910	124.9642410	29.1816284	-81.0454684	-16.5709991	-0.0518013	-0.2347788	-0.0719449	0.3507535	0.0675577	16.5321503	-2.4375000	-2.0625000	35.6519089	29.1816250	-81.0454615	-16.5321503	29.1816284	-81.0454684	-16.5709991	-0.0400000	-0.2110000	-0.0290000	0.3600000	-0.3600000	9.9799995	-0.0000000	0.0000000	-0.0000000	-27.7500000	-17.7500000	31.8750000	62.0277252	8145.0000000	8147.0000000	31.1800003	8124.0000000	8128.0000000	-0.5974742	3.6026602
413339425.0000000	19700.0000000	-0.0179619	-0.2142484	-0.0290000	1.5206683	3.3191571	3.6300011	-1.0795075	2.4034150	124.9632416	29.1816284	-81.0454684	-16.5709991	-0.0524420	-0.2453671	-0.0772474	0.3507375	0.0672929	16.5322838	-2.4375000	-2.0625000	36.2554626	29.1816250	-81.0454615	-16.5322838	29.1816284	-81.0454684	-16.5709991	-0.0400000	-0.2110000	-0.0290000	0.3700000	-0.3700000	10.0600004	-0.0000000	-0.1250000	-0.0625000	-28.1875000	-18.5000000	31.8750000	41.7380257	8148.0000000	8147.0000000	33.6599998	8130.0000000	8123.0000000	0.0728466	-0.7166554
413339450.0000000	19725.0000000	-0.0179619	-0.2142484	-0.0290000	1.5206683	3.3191571	3.6300011	-1.0796196	2.4021797	124.9609451	29.1816284	-81.0454684	-16.5709991	-0.0528324	-0.2558022	-0.0797940	0.3507278	0.0670321	16.5323467	-2.4375000	-2.0625000	36.2554626	29.1816250	-81.0454615	-16.5323467	29.1816284	-81.0454684	-16.5709991	-0.0400000	-0.2110000	-0.0290000	0.3800000	-0.3600000	9.9499998	-0.0625000	0.0000000	-0.1250000	-28.1875000	-18.5000000	31.8750000	28.4059258	8145.0000000	8141.0000000	32.4000015	8130.0000000	8131.0000000	-0.0718181	0.7042971
413339475.0000000	19750.0000000	-0.0179619	-0.2142484	-0.0290000	1.5206683	3.3191571	3.6300011	-1.0797662	2.4032729	124.9578171	29.1816284	-81.0454684	-16.5709991	-0.0535327	-0.2659139	-0.0851190	0.3507103	0.0667793	16.5324802	-2.4375000	-2.0625000	35.1232147	29.1816250	-81.0454615	-16.5324802	29.1816284	-81.0454684	-16.5709991	-0.0400000	-0.2110000	-0.0290000	0.3500000	-0.3600000	10.0600004	-0.0000000	0.0625000	-0.1250000	-28.5625000	-18.0625000	30.2500000	-55.6485672	8145.0000000	8144.0000000	33.7799988	8133.0000000	8128.0000000	-0.3162757	3.6392341
413339500.0000000	19775.0000000	-0.0160404	-0.1913288	-0.0220000	1.5206683	3.3191571	3.6210003	-1.0797490	2.4044402	124.9586105	29.1816284	-81.0454684	-16.5799999	-0.0411147	-0.2416762	-0.0619899	0.3533580	0.0619994	16.5515404	-2.4375000	-2.0625000	35.1232147	29.1816250	-81.0454615	-16.5515404	29.1816284	-81.0454684	-16.5799999	-0.0230000	-0.1900000	-0.0220000	0.3900000	-0.3400000	9.9899998	-0.0625000	0.0000000	0.1875000	-28.5625000	-18.0625000	30.2500000	45.7999268	8148.0000000	8144.0000000	33.7799988	8133.0000000	8128.0000000	0.0799359	-0.7183108
413339525.0000000	19800.0000000	-0.0160404	-0.1913288	-0.0220000	1.5206683	3.3191571	3.6210003	-1.0769206	2.4047272	124.9622726	29.1816284	-81.0454684	-16.5799999	-0.0414326	-0.2521159	-0.0685387	0.3533501	0.0617384	16.5517044	-2.4375000	-2.0625000	35.5244598	29.1816250	-81.0454615	-16.5517044	29.1816284	-81.0454684	-16.5799999	-0.0230000	-0.1900000	-0.0220000	0.3700000	-0.3600000	10.1099997	-0.0000000	0.0000000	0.1250000	-27.7500000	-17.7500000	30.5625000	36.6465645	8145.0000000	8136.0000000	34.6399994	8136.0000000	8128.0000000	-0.0788323	0.7059310
413339550.0000000	19825.0000000	-0.0160404	-0.1913288	-0.0220000	1.5206683	3.3191571	3.6210003	-1.0768663	2.4051275	124.9638596	29.1816284	-81.0454684	-16.5799999	-0.0418184	-0.2627781	-0.0715761	0.3533404	0.0614719	16.5517807	-2.4375000	-2.0625000	35.5244598	29.1816250	-81.0454615	-16.5517807	29.1816284	-81.0454684	-16.5799999	-0.0230000	-0.1900000	-0.0220000	0.3800000	-0.3700000	9.9700003	-0.0625000	0.0000000	-0.0000000	-27.7500000	-17.7500000	30.5625000	62.0277252	8145.0000000	8147.0000000	30.5799999	8124.0000000	8131.0000000	-0.3411228	3.6459160
413339575.0000000	19850.0000000	-0.0160404	-0.1913288	-0.0220000	1.5206683	3.3191571	3.6210003	-1.0752810	2.4047318	124.9646759	29.1816284	-81.0454684	-16.5799999	-0.0418449	-0.2731314	-0.0773671	0.3533398	0.0612131	16.5519257	-2.4375000	-2.0625000	35.6939850	29.1816250	-81.0454615	-16.5519257	29.1816284	-81.0454684	-16.5799999	-0.0230000	-0.1900000	-0.0220000	0.3800000	-0.3500000	10.0799999	0.1250000	-0.0625000	0.0625000	-27.0625000	-17.3750000	30.5625000	62.0277252	8145.0000000	8147.0000000	30.5799999	8124.0000000	8131.0000000	0.1082588	-0.7181474
413339600.0000000	19875.0000000	-0.0163745	-0.1953148	-0.0260000	1.5206683	3.3191571	3.6930008	-1.0736973	2.4058986	124.9654541	29.1816284	-81.0454684	-16.5079994	-0.0435660	-0.2464476	-0.0590968	0.3559809	0.0564322	16.5344124	-2.4375000	-2.0625000	35.6939850	29.1816250	-81.0454615	-16.5344124	29.1816284	-81.0454684	-16.5079994	-0.0460000	-0.1910000	-0.0260000	0.3800000	-0.3500000	10.0000000	-0.0625000	0.1250000	-0.0000000	-27.0625000	-17.3750000	30.5625000	-55.6485672	8145.0000000	8144.0000000	33.3800011	8130.0000000	8125.0000000	-0.1066052	0.7053245
413339625.0000000	19900.0000000	-0.0163745	-0.1953148	-0.0260000	1.5206683	3.3191571	3.6930008	-1.0711597	2.4077787	124.9652100	29.1816284	-81.0454684	-16.5079994	-0.0435022	-0.2567938	-0.0646346	0.3559825	0.0561735	16.5345516	-2.4375000	-2.0625000	35.1328888	29.1816250	-81.0454615	-16.5345516	29.1816284	-81.0454684	-16.5079994	-0.0460000	-0.1910000	-0.0260000	0.3800000	-0.3500000	10.0699997	-0.0000000	0.0000000	-0.0000000	-28.1875000	-17.7500000	31.0625000	4.2515221	8140.0000000	8141.0000000	31.1800003	8124.0000000	8128.0000000	-0.5002590	3.7503352
413339650.0000000	19925.0000000	-0.0163745	-0.1953148	-0.0260000	1.5206683	3.3191571	3.6930008	-1.0711993	2.4073536	124.9644623	29.1816284	-81.0454684	-16.5079994	-0.0442156	-0.2671815	-0.0679457	0.3559646	0.0559138	16.5346336	-2.4375000	-2.0625000	35.1328888	29.1816250	-81.0454615	-16.5346336	29.1816284	-81.0454684	-16.5079994	-0.0460000	-0.1910000	-0.0260000	0.3600000	-0.3700000	9.9799995	-0.0625000	-0.0625000	-0.0625000	-28.1875000	-17.7500000	31.0625000	-55.6485672	8145.0000000	8144.0000000	33.7599983	8136.0000000	8134.0000000	-0.0971250	-0.7186120
413339675.0000000	19950.0000000	-0.0163745	-0.1953148	-0.0260000	1.5206683	3.3191571	3.6930008	-1.0720215	2.4084909	124.9636841	29.1816284	-81.0454684	-16.5079994	-0.0443320	-0.2775147	-0.0732402	0.3559617	0.0556555	16.5347652	-2.4375000	-2.0625000	36.1012878	29.1816250	-81.0454615	-16.5347652	29.1816284	-81.0454684	-16.5079994	-0.0460000	-0.1910000	-0.0260000	0.3800000	-0.3500000	10.0600004	-0.0625000	0.1250000	-0.0000000	-28.1875000	-18.5000000	30.2500000	42.8985672	8148.0000000	8141.0000000	33.7799988	8133.0000000	8128.0000000	0.0953696	0.7062603
413339700.0000000	19975.0000000	-0.0060987	-0.0727448	-0.0330000	1.5206683	3.3191571	3.8090000	-1.0728769	2.4103944	124.9621124	29.1816284	-81.0454684	-16.3920002	-0.0166208	-0.2000092	-0.0588273	0.3585938	0.0508714	16.4777012	-2.4375000	-2.0625000	36.1012878	29.1816250	-81.0454615	-16.4777012	29.1816284	-81.0454684	-16.3920002	0.0260000	-0.0680000	-0.0330000	0.3700000	-0.3700000	9.9600000	-0.0625000	0.0000000	-0.1250000	-28.1875000	-18.5000000	30.2500000	147.2484283	8151.0000000	8144.0000000	34.8199997	8133.0000000	8120.0000000	0.5130890	3.6407361
413339725.0000000	20000.0000000	-0.0060987	-0.0727448	-0.0330000	1.5206683	3.3191571	3.8090000	-1.0728540	2.4107752	124.9603195	29.1816284	-81.0454684	-16.3920002	-0.0167615	-0.2105494	-0.0641139	0.3585902	0.0506079	16.4778328	-2.4375000	-2.0625000	35.4194298	29.1816250	-81.0454615	-16.4778328	29.1816284	-81.0454684	-16.3920002	0.0260000	-0.0680000	-0.0330000	0.3800000	-0.3600000	10.0600004	-0.1875000	0.0000000	-0.0000000	-27.3750000	-17.3750000	31.0625000	28.4059258	8145.0000000	8141.0000000	32.0400009	8127.0000000	8128.0000000	0.0495777	-0.7120857
